ID_Consumidor,Genero,Idoso,Parceiro,Dependentes,Nro_Meses_Cliente_na_Empresa,Servico_Telefone,Muitas_Linhas_Telefone,Servico_Internet,Seguranca_OnLine,Backup_OnLine,Dispositivo_Protecao,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Faturamento_Sem_Papel,Metodo_Pagamento,Valor_Mensal,Valor_Total,Rotatividade
7892-QVYKW,F,0,S,S,23,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,85.6,1868.4,N
9675-ICXCT,M,0,S,S,72,S,N,DSL,S,N,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,80.8,5728.55,N
1024-VRZHF,M,0,S,N,11,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.95,825.7,S
4703-MQYKT,M,0,N,N,21,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.6,390.4,N
9497-QCMMS,M,1,N,N,1,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,93.55,93.55,S
5692-ICXLW,M,1,N,N,31,S,S,Fibra_otica,N,S,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,90.7,2845.15,N
0602-DDUML,F,0,N,N,57,S,N,DSL,N,S,S,S,S,N,Bi-Anual,N,Cheque_Fisico,69.75,3894.4,N
2208-MPXIO,F,0,S,S,45,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,20.0,886.4,N
1960-UYCNN,M,0,N,N,10,S,S,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,95.25,1021.55,N
0348-SDKOL,F,0,S,N,58,S,S,Fibra_otica,N,N,S,S,S,S,Mes-a-mes,S,Cartao_Credito,102.1,5885.4,S
3190-FZATL,M,0,N,S,14,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.95,268.4,N
7336-RLLRH,M,0,S,N,27,S,S,DSL,S,N,N,S,S,S,Anual,N,Cheque_Fisico,80.85,2204.35,N
4373-MAVJG,F,0,S,S,14,S,S,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Transferencia_bancaria,90.9,1259.0,S
8901-HJXTF,F,0,S,S,12,N,Sem_Telefone,DSL,N,S,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,29.2,309.1,S
7710-JSYOA,F,0,S,S,69,S,S,Fibra_otica,N,S,N,S,N,S,Bi-Anual,S,Transferencia_bancaria,93.3,6398.05,N
5419-KLXBN,F,0,S,S,25,S,N,Fibra_otica,N,S,S,N,S,N,Mes-a-mes,S,Transferencia_bancaria,89.15,2257.75,S
3424-NMNBO,M,1,S,N,58,S,S,Fibra_otica,S,S,S,N,S,S,Anual,S,Cheque_Eletronico ,108.85,6287.25,S
9885-MFVSU,F,0,S,S,35,N,Sem_Telefone,DSL,S,N,N,S,S,N,Bi-Anual,S,Cartao_Credito,46.35,1662.05,N
4514-GFCFI,F,1,N,N,16,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,84.75,1350.15,S
0607-MVMGC,M,0,S,S,45,S,S,DSL,N,S,S,N,S,S,Anual,N,Cartao_Credito,78.75,3600.65,N
3365-SAIGS,F,0,N,N,17,S,N,Fibra_otica,N,S,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,83.55,1329.15,N
9828-AOQLM,F,0,S,S,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,45.7,45.7,S
8022-BECSI,M,0,N,N,22,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.6,422.5,N
8000-REIQB,F,1,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.95,69.95,S
9993-LHIEB,M,0,S,S,67,S,N,DSL,S,N,S,S,N,S,Bi-Anual,N,Cheque_Fisico,67.85,4627.65,N
0266-CLZKZ,F,0,S,S,67,S,S,Fibra_otica,N,N,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,105.65,6717.9,N
7615-ESMYF,F,0,S,N,2,N,Sem_Telefone,DSL,N,N,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,44.6,97.1,S
3858-VOBET,M,0,N,N,23,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.95,1710.45,S
7020-OZKXZ,F,1,N,N,9,S,N,Fibra_otica,N,N,S,N,N,N,Mes-a-mes,N,Cartao_Credito,75.5,637.4,N
3977-QCRSL,F,0,N,N,5,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.15,117.95,N
0017-DINOC,M,0,N,N,54,N,Sem_Telefone,DSL,S,N,N,S,S,N,Bi-Anual,N,Cartao_Credito,45.2,2460.55,N
1447-PJGGA,F,0,N,N,57,S,N,Fibra_otica,N,N,S,N,S,S,Bi-Anual,S,Cheque_Eletronico ,95.25,5464.65,S
8565-CLBZW,M,0,N,N,24,S,S,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,S,Cheque_Fisico,89.85,2165.05,S
9139-WQQDY,F,0,S,S,49,S,S,Fibra_otica,N,S,N,N,S,S,Anual,N,Cheque_Fisico,100.45,4941.8,S
0224-HJAPT,M,0,N,N,5,S,S,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,47.15,223.15,S
8086-OVPWV,M,0,N,N,2,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,80.2,181.1,S
9430-FRQOC,F,0,N,S,4,S,S,Fibra_otica,N,N,S,S,N,N,Mes-a-mes,S,Cheque_Fisico,87.1,341.45,S
7639-OPLNG,M,0,S,S,70,S,S,DSL,S,S,S,S,S,N,Bi-Anual,S,Transferencia_bancaria,79.25,5731.85,N
3074-GQWYX,M,0,N,N,5,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Transferencia_bancaria,75.9,357.75,S
1492-QGCLU,M,0,S,S,53,S,S,DSL,S,N,S,S,S,S,Mes-a-mes,N,Cheque_Eletronico ,85.7,4616.1,N
6845-RGTYS,F,0,S,N,47,S,S,Fibra_otica,S,S,S,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,98.75,4533.7,S
7328-OWMOM,F,0,N,S,31,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cartao_Credito,20.1,589.25,N
4418-LZMSV,M,0,S,S,13,S,N,DSL,N,S,S,S,N,N,Mes-a-mes,N,Transferencia_bancaria,61.8,750.1,N
5155-AZQPB,F,0,S,S,28,S,S,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,49.9,1410.25,N
8861-HGGKB,F,0,N,N,10,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,86.45,830.85,S
1087-GRUYI,M,0,S,N,38,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,20.4,743.5,N
7065-YUNRY,F,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,45.3,45.3,S
7694-VLBWQ,M,0,S,N,67,S,S,Fibra_otica,N,S,S,N,S,S,Anual,N,Cheque_Eletronico ,104.1,7040.85,S
2546-KZAAT,M,0,S,N,52,S,N,DSL,S,S,N,N,S,S,Anual,S,Cheque_Fisico,75.4,3865.45,N
0181-RITDD,M,0,S,S,62,S,N,Fibra_otica,S,S,S,S,S,S,Bi-Anual,N,Cheque_Fisico,108.15,6825.65,N
5989-PGKJB,F,0,N,N,16,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,86.25,1340.1,N
4795-KTRTH,F,1,S,N,5,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,81.0,371.65,S
8272-ONJLV,M,0,N,N,12,S,N,Fibra_otica,N,N,S,N,S,S,Anual,N,Cheque_Eletronico ,95.7,1184.0,N
1488-PBLJN,F,0,S,S,72,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,116.85,8477.7,N
0308-GIQJT,M,1,N,N,71,S,S,Fibra_otica,N,S,N,S,S,S,Anual,N,Transferencia_bancaria,105.75,7382.85,N
3778-FOAQW,F,0,S,N,24,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,20.15,456.85,N
4452-ROHMO,F,0,N,N,15,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.6,331.6,N
6481-OGDOO,M,0,S,N,67,S,N,Fibra_otica,S,S,N,N,N,S,Anual,S,Cartao_Credito,90.6,6056.15,S
3090-LETTY,M,0,N,S,2,S,S,DSL,S,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,60.95,134.6,N
5349-AZPEW,F,0,S,S,5,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,25.05,125.5,N
3753-TSEMP,F,0,S,N,15,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,88.15,1390.6,S
8305-VHZBZ,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.2,20.2,S
9720-JJJOR,M,0,S,S,41,S,N,DSL,S,S,S,N,N,N,Anual,S,Transferencia_bancaria,60.3,2511.3,N
8100-HZZLJ,F,0,N,S,43,S,N,DSL,S,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,63.95,2737.05,N
8775-ERLNB,M,1,S,N,1,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,74.3,74.3,N
8309-IEYJD,F,1,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,70.6,70.6,N
9172-JITSM,F,0,S,S,26,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,90.8,2361.8,S
6298-QDFNH,M,0,N,N,22,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,79.35,1730.35,S
7398-HPYZQ,M,0,S,N,71,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,90.55,6404.0,N
3546-GHEAE,M,0,N,N,7,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.45,165.35,N
7361-YPXFS,F,1,N,N,28,S,S,DSL,N,S,S,S,N,N,Mes-a-mes,N,Transferencia_bancaria,64.45,1867.6,N
6557-BZXLQ,M,1,N,N,16,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,69.65,1043.3,N
2550-QHZGP,M,0,N,N,7,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.5,128.6,N
7519-JTWQH,F,0,N,N,69,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,110.5,7455.45,N
2538-OIMXF,F,0,N,S,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,24.7,24.7,N
8543-MSDMF,M,0,N,N,3,S,N,DSL,S,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,77.4,206.15,N
9961-JBNMK,M,1,N,N,21,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Transferencia_bancaria,96.8,2030.3,S
1170-SASML,F,0,S,N,69,S,S,Fibra_otica,N,S,S,N,N,N,Mes-a-mes,S,Transferencia_bancaria,85.4,5869.4,N
4872-JCVCA,F,0,S,N,71,N,Sem_Telefone,DSL,S,S,S,S,N,N,Bi-Anual,S,Transferencia_bancaria,47.6,3377.8,N
5346-BZCHP,F,0,S,S,69,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.4,1346.2,N
2038-LLMLM,F,0,N,N,48,S,S,Fibra_otica,N,N,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,103.85,4946.05,N
6173-ITPWD,M,0,S,N,47,S,S,Fibra_otica,N,S,S,N,N,N,Mes-a-mes,S,Transferencia_bancaria,83.35,4065.0,S
9734-UYXQI,F,0,N,N,2,S,S,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,49.4,106.55,S
1216-BGTSP,M,0,N,N,45,S,S,Fibra_otica,S,N,S,S,S,S,Mes-a-mes,S,Cartao_Credito,108.45,4964.7,N
4138-NAXED,M,0,N,N,51,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,81.0,4085.75,N
2189-UXTKY,F,0,S,N,22,S,S,DSL,S,N,N,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,79.2,1742.75,S
0744-BIKKF,M,0,N,N,72,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,86.65,6224.8,N
7483-IQWIB,M,0,S,S,37,S,S,Fibra_otica,N,S,S,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,92.95,3415.25,N
5248-KWLAR,M,0,S,S,71,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cheque_Eletronico ,90.35,6325.25,N
4958-GZWIY,M,0,S,S,7,S,N,DSL,N,N,S,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,48.7,340.25,S
7996-MHXLW,F,0,N,N,66,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cartao_Credito,25.15,1683.6,N
7833-PKIHD,M,0,S,S,51,S,N,DSL,S,N,N,S,S,S,Anual,S,Transferencia_bancaria,76.4,3966.3,N
7061-OVMIM,F,0,S,S,30,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,19.55,608.5,N
5153-RTHKF,F,0,N,N,34,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,85.35,2896.6,N
1852-QSWCD,M,0,S,S,64,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,24.8,1514.85,N
4832-VRBMR,M,1,S,N,65,S,S,Fibra_otica,N,S,S,N,S,S,Anual,S,Transferencia_bancaria,103.15,6792.45,N
9079-LWTFD,M,0,N,N,47,S,S,Fibra_otica,S,S,N,S,S,N,Mes-a-mes,N,Cheque_Fisico,100.75,4669.2,N
6356-ELRKD,F,0,N,N,1,S,N,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,95.6,95.6,S
8624-GIOUT,F,0,N,N,49,S,S,DSL,S,S,N,N,N,N,Mes-a-mes,S,Cartao_Credito,59.75,2934.3,S
3392-EHMNK,F,0,S,S,67,S,S,Fibra_otica,N,S,N,S,S,N,Bi-Anual,N,Cartao_Credito,94.1,6302.8,N
5986-WWXDV,M,0,N,S,39,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,19.35,779.2,N
3061-BCKYI,M,0,N,N,14,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.9,283.75,N
6179-GJPSO,F,1,N,N,43,S,N,Fibra_otica,S,S,N,S,S,S,Mes-a-mes,S,Cartao_Credito,108.15,4600.7,S
7901-TBKJX,M,1,N,N,56,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,101.05,5594.0,N
7228-PAQPD,F,0,N,N,14,S,N,DSL,N,N,N,S,N,S,Anual,N,Cartao_Credito,59.1,772.85,N
3177-LASXD,F,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,71.35,71.35,S
7746-QYVCO,M,0,S,S,16,S,N,DSL,S,S,N,N,N,N,Anual,S,Cheque_Fisico,55.85,857.8,N
5804-HYIEZ,M,0,S,S,70,S,S,Fibra_otica,S,S,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,106.05,7554.05,N
9919-FZDED,M,1,S,N,72,S,S,DSL,S,S,S,N,S,S,Bi-Anual,S,Cartao_Credito,84.1,5981.65,N
5934-TSSAU,F,0,S,S,23,S,N,Fibra_otica,N,N,S,N,N,N,Mes-a-mes,S,Cartao_Credito,75.3,1702.9,N
3486-KHMLI,M,0,N,S,21,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,24.7,467.15,N
4897-QSUYC,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.15,20.15,S
1084-UQCHV,M,0,N,S,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,69.75,69.75,S
8290-YWKHZ,F,1,S,N,32,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,93.2,2931.0,S
2955-BJZHG,M,0,S,S,17,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,80.85,1400.85,S
3806-DXQOM,F,0,N,N,4,N,Sem_Telefone,DSL,S,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,33.65,137.85,S
6784-XYJAE,F,0,N,N,36,S,S,DSL,N,N,S,N,N,N,Anual,N,Cheque_Eletronico ,55.8,1941.5,N
3933-DQPWX,F,0,N,N,50,N,Sem_Telefone,DSL,N,S,S,S,N,N,Bi-Anual,N,Cartao_Credito,39.7,1932.75,N
6661-EIPZC,F,0,S,S,48,N,Sem_Telefone,DSL,N,N,N,S,N,N,Mes-a-mes,S,Cartao_Credito,29.5,1423.05,N
8957-THMOA,F,0,N,S,50,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,20.15,970.85,N
2251-PYLPB,M,0,S,N,72,S,S,DSL,S,S,S,S,N,S,Bi-Anual,N,Cartao_Credito,79.55,5810.9,N
5555-RNPGT,M,0,N,S,10,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cartao_Credito,24.8,223.9,N
1057-FOGLZ,F,0,N,N,18,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.65,391.7,N
9300-RENDD,M,0,N,N,1,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,79.95,79.95,S
0761-AETCS,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,19.3,19.3,S
8087-LGYHQ,M,0,N,N,9,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,94.05,811.65,N
4137-BTIKL,M,0,N,N,2,S,S,Fibra_otica,S,N,N,N,N,S,Mes-a-mes,N,Cheque_Fisico,90.75,174.75,N
2190-BCXEC,F,0,S,N,40,S,S,Fibra_otica,N,N,N,S,N,N,Mes-a-mes,S,Cartao_Credito,78.85,3126.85,N
6227-FBDXH,M,0,S,N,69,S,S,Fibra_otica,N,N,S,N,S,S,Anual,N,Transferencia_bancaria,99.5,6841.45,N
2153-MREFK,F,0,S,N,37,S,S,Fibra_otica,S,N,S,S,N,S,Anual,S,Cheque_Eletronico ,99.2,3754.6,S
2911-WDXMV,M,0,N,S,18,S,S,Fibra_otica,N,N,S,N,N,N,Mes-a-mes,S,Cartao_Credito,80.55,1406.65,N
7206-PQBBZ,M,1,S,N,11,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.2,834.7,N
3106-ULWFW,F,0,S,N,8,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cartao_Credito,85.2,627.4,S
0925-VYDLG,F,0,N,N,3,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,75.25,242.0,S
4547-FZJWE,M,0,S,S,55,S,N,DSL,S,N,N,N,N,S,Anual,N,Cartao_Credito,59.45,3157.0,N
7422-WNBTY,M,0,S,N,33,S,S,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,93.35,3092.0,N
0842-IWYCP,F,0,N,N,46,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,44.95,2168.9,N
3521-HTQTV,M,0,N,N,34,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,26.1,980.35,N
3744-ZBHON,F,0,N,N,3,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,20.2,65.95,N
3373-DIUUN,M,0,S,S,30,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,21.25,711.9,N
8383-SGHJU,F,0,N,N,33,S,S,DSL,S,N,N,S,N,N,Anual,N,Cheque_Eletronico ,59.4,1952.8,N
7607-QKKTJ,M,0,S,S,45,S,S,Fibra_otica,N,S,S,N,N,S,Anual,S,Cartao_Credito,95.0,4368.85,N
7707-PYBBH,M,0,N,N,40,S,N,DSL,S,S,N,S,N,N,Mes-a-mes,S,Cheque_Fisico,61.9,2647.1,N
8984-HPEMB,F,0,N,N,71,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,118.65,8477.6,N
4349-GFQHK,M,0,N,N,1,S,S,DSL,N,N,S,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,54.35,54.35,S
4139-DETXS,F,0,S,S,72,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,64.45,4528.0,N
9779-DPNEJ,F,0,S,S,22,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,80.15,1790.65,N
9805-FILKB,M,0,S,S,46,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Transferencia_bancaria,20.2,845.6,N
5793-YOLJN,F,0,S,S,55,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,21.0,1210.3,N
0673-IGUQO,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.45,20.45,N
4123-FCVCB,F,0,N,N,12,S,S,DSL,N,N,N,S,S,S,Anual,S,Cheque_Fisico,75.85,854.45,N
8819-IMISP,M,0,N,N,31,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,80.45,2429.1,N
7802-EFKNY,M,0,S,N,5,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,24.95,100.4,S
8311-UEUAB,F,0,S,S,67,S,S,DSL,S,N,N,N,S,S,Bi-Anual,S,Cheque_Eletronico ,75.5,5229.45,N
5858-EAFCZ,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,44.45,44.45,N
8035-BUYVG,M,0,S,N,40,N,Sem_Telefone,DSL,S,S,S,N,N,N,Anual,S,Cheque_Eletronico ,42.35,1716.45,S
1163-ONYEY,M,0,S,S,41,S,S,DSL,S,S,S,N,S,N,Mes-a-mes,S,Cartao_Credito,74.55,3023.55,N
9787-XVQIU,M,0,N,N,1,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,75.3,75.3,S
8945-MUQUF,M,0,N,N,51,S,S,Fibra_otica,S,S,N,N,S,N,Anual,S,Cheque_Eletronico ,94.8,4837.6,S
5656-MJEFC,M,0,S,S,42,N,Sem_Telefone,DSL,S,N,S,S,S,N,Bi-Anual,N,Cartao_Credito,48.15,2032.3,N
6082-OQFBA,M,0,S,S,23,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.65,436.9,N
8051-HJRLT,F,1,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.55,70.55,S
8974-OVACP,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.15,20.15,N
4010-YLMVT,F,0,N,N,56,S,S,Fibra_otica,S,S,N,N,S,S,Mes-a-mes,S,Cartao_Credito,106.6,5893.95,N
